X Y Tact Z ID NSD
0.00244149 -0.00181915 0.0193415 0.000117187 45 900000
0.00815549 0.00213034 0.0197713 0.000117187 46 920000
0.000161775 0.00172561 0.0202011 0.000117187 47 940000
0.00958957 0.00118373 0.0206309 0.000117187 48 960000
0.00292886 0.00104131 0.0210607 0.000117187 49 980000
0.00475947 0.00128641 0.0214905 0.000117187 50 1e+06
0.000964041 0.00143821 0.0219204 0.000117187 51 1.02e+06
0.00136956 0.000799388 0.0223502 0.000117187 52 1.04e+06
0.00668326 0.000144424 0.02278 0.000117187 53 1.06e+06
0.00527075 -0.00161434 0.0232098 0.000117187 54 1.08e+06
0.00822426 0.000388391 0.0236396 0.000117187 55 1.1e+06
0.00671841 -0.00235262 0.0240694 0.000117187 56 1.12e+06
0.00844281 0.00117656 0.0244992 0.000117187 57 1.14e+06
0.00773301 -0.00235774 0.024929 0.000117187 58 1.16e+06
0.00325711 0.0018472 0.0253588 0.000117187 59 1.18e+06
0.00398775 -0.000666018 0.0257886 0.000117187 60 1.2e+06
0.00246071 0.000383605 0.0262185 0.000117187 61 1.22e+06
0.00207257 0.00247098 0.0266483 0.000117187 62 1.24e+06
0.0045724 0.000701839 0.0270781 0.000117187 63 1.26e+06
0.00879013 0.00243322 0.0275079 0.000117187 64 1.28e+06
0.00426555 -0.00198305 0.0279377 0.000117187 65 1.3e+06
0.0045569 0.000161709 0.0283675 0.000117187 66 1.32e+06
0.00803227 0.000862801 0.0287973 0.000117187 67 1.34e+06
0.00900896 0.00187802 0.0292271 0.000117187 68 1.36e+06
0.00552738 0.000876276 0.0296569 0.000117187 69 1.38e+06
0.000992851 -0.00117688 0.0300868 0.000117187 70 1.4e+06
0.0014823 0.00212689 0.0305166 0.000117187 71 1.42e+06
0.00247168 -0.000699179 0.0309464 0.000117187 72 1.44e+06
0.00788231 -0.00161672 0.0313762 0.000117187 73 1.46e+06
0.000131615 -0.00177527 0.031806 0.000117187 74 1.48e+06
0.0030258 0.000432683 0.0322358 0.000117187 75 1.5e+06
0.00875932 7.4244e-05 0.0326656 0.000117187 76 1.52e+06
0.007053 -0.00133717 0.0330954 0.000117187 77 1.54e+06
0.00556908 -0.00104284 0.0335252 0.000117187 78 1.56e+06
0.0072154 0.00113423 0.0339551 0.000117187 79 1.58e+06
0.00267083 -0.00232481 0.0343849 0.000117187 80 1.6e+06
0.00267134 -0.0003263 0.0348147 0.000117187 81 1.62e+06
0.00144468 0.000321259 0.0352445 0.000117187 82 1.64e+06
0.00568076 -0.00188668 0.0356743 0.000117187 83 1.66e+06
0.000676078 -0.000814248 0.0361041 0.000117187 84 1.68e+06
0.00840804 -0.00216269 0.0365339 0.000117187 85 1.7e+06
0.00360914 0.00119897 0.0369637 0.000117187 86 1.72e+06
0.00989483 0.000166263 0.0373935 0.000117187 87 1.74e+06
0.00036516 0.00019792 0.0378234 0.000117187 88 1.76e+06
0.00650222 0.00103498 0.0382532 0.000117187 89 1.78e+06
0.00860587 0.0015232 0.038683 0.000117187 90 1.8e+06
0.00613046 -0.000286057 0.0391128 0.000117187 91 1.82e+06
0.00527017 7.39882e-06 0.0395426 0.000117187 92 1.84e+06
0.00142889 -0.000853457 0.0399724 0.000117187 93 1.86e+06
0.00702672 0.000200983 0.0404022 0.000117187 94 1.88e+06
0.0027612 0.00146497 0.040832 0.000117187 95 1.9e+06
0.000156992 0.000545897 0.0412618 0.000117187 96 1.92e+06
0.00302225 -0.00108431 0.0416916 0.000117187 97 1.94e+06
0.00892318 0.00114451 0.0421215 0.000117187 98 1.96e+06
0.00460646 0.00169675 0.0425513 0.000117187 99 1.98e+06
0.00735147 -0.00235495 0.0429811 0.000117187 100 2e+06
0.00149882 0.00153161 0.0434109 0.000117187 101 2.02e+06
0.00427702 0.00242101 0.0438407 0.000117187 102 2.04e+06
0.00668469 0.00218377 0.0442705 0.000117187 103 2.06e+06
0.00190501 0.00161438 0.0447003 0.000117187 104 2.08e+06
0.00984927 -0.0010178 0.0451301 0.000117187 105 2.1e+06
0.00742623 0.00173065 0.0455599 0.000117187 106 2.12e+06
0.00997052 0.00124275 0.0459898 0.000117187 107 2.14e+06
0.00462065 -0.00183721 0.0464196 0.000117187 108 2.16e+06
0.002173 -0.00114266 0.0468494 0.000117187 109 2.18e+06
0.00927623 0.00173306 0.0472792 0.000117187 110 2.2e+06
2.62258e-05 0.000936469 0.047709 0.000117187 111 2.22e+06
0.00100276 -0.00041647 0.0481388 0.000117187 112 2.24e+06
0.00100709 0.000395878 0.0485686 0.000117187 113 2.26e+06
0.00399062 0.000168182 0.0489984 0.000117187 114 2.28e+06
0.00550494 0.00205363 0.0494282 0.000117187 115 2.3e+06
0.00417947 0.00114749 0.0498581 0.000117187 116 2.32e+06
0.000154439 0.00219939 0.0502879 0.000117187 117 2.34e+06
0.00117271 -0.00169324 0.0507177 0.000117187 118 2.36e+06
0.00757571 -0.000577304 0.0511475 0.000117187 119 2.38e+06
0.000617606 0.00156094 0.0515773 0.000117187 120 2.4e+06
0.00951267 -0.000274607 0.0520071 0.000117187 121 2.42e+06
0.00782631 3.88738e-05 0.0524369 0.000117187 122 2.44e+06
0.006569 -0.00152332 0.0528667 0.000117187 123 2.46e+06
0.00746075 -0.00137918 0.0532965 0.000117187 124 2.48e+06
0.00500707 0.000888275 0.0537264 0.000117187 125 2.5e+06
0.00887965 -0.00223512 0.0541562 0.000117187 126 2.52e+06
0.00528892 -0.000705262 0.054586 0.000117187 127 2.54e+06
0.00449862 0.00108613 0.0550158 0.000117187 128 2.56e+06
0.00298698 -0.00192703 0.0554456 0.000117187 129 2.58e+06
0.00197162 0.000376014 0.0558754 0.000117187 130 2.6e+06
0.00922658 -3.61189e-06 0.0563052 0.000117187 131 2.62e+06
0.00495297 -0.00108583 0.056735 0.000117187 132 2.64e+06
0.000620666 -0.0023575 0.0571648 0.000117187 133 2.66e+06
0.00946527 -0.00233426 0.0575946 0.000117187 134 2.68e+06
0.00186951 0.00205131 0.0580245 0.000117187 135 2.7e+06
0.00881611 -0.00100497 0.0584543 0.000117187 136 2.72e+06
0.00316945 0.00146705 0.0588841 0.000117187 137 2.74e+06
0.00995737 -0.000380191 0.0593139 0.000117187 138 2.76e+06
0.00401886 -0.00218134 0.0597437 0.000117187 139 2.78e+06
0.000629468 -0.00142483 0.0601735 0.000117187 140 2.8e+06
0.00222225 0.00126485 0.0606033 0.000117187 141 2.82e+06
0.00590518 -0.000770187 0.0610331 0.000117187 142 2.84e+06
0.00787733 0.000323151 0.0614629 0.000117187 143 2.86e+06
0.00541482 0.000358773 0.0618928 0.000117187 144 2.88e+06
0.000592977 0.00111919 0.0623226 0.000117187 145 2.9e+06
0.00503148 -0.00209797 0.0627524 0.000117187 146 2.92e+06
4.05591e-06 -0.000311666 0.0631822 0.000117187 147 2.94e+06
0.00808179 -0.000740744 0.063612 0.000117187 148 2.96e+06
0.00452905 -0.00223176 0.0640418 0.000117187 149 2.98e+06
0.00236071 0.000809571 0.0644716 0.000117187 150 3e+06
0.00366783 0.00218157 0.0649014 0.000117187 151 3.02e+06
0.0066288 0.000535612 0.0653312 0.000117187 152 3.04e+06
0.00906164 -0.00147006 0.0657611 0.000117187 153 3.06e+06
0.000222729 -0.00213088 0.0661909 0.000117187 154 3.08e+06
0.00454797 0.00213622 0.0666207 0.000117187 155 3.1e+06
0.000564608 0.00185925 0.0670505 0.000117187 156 3.12e+06
0.00538205 0.00121581 0.0674803 0.000117187 157 3.14e+06
0.00995298 0.00201831 0.0679101 0.000117187 158 3.16e+06
0.00910267 0.0015022 0.0683399 0.000117187 159 3.18e+06
0.00131244 0.00183497 0.0687697 0.000117187 160 3.2e+06
0.00296707 -0.00149467 0.0691995 0.000117187 161 3.22e+06
0.00101953 0.00224103 0.0696294 0.000117187 162 3.24e+06
0.000866714 -0.00165195 0.0700592 0.000117187 163 3.26e+06
0.0048874 -0.000165723 0.070489 0.000117187 164 3.28e+06
0.00402864 0.00062068 0.0709188 0.000117187 165 3.3e+06
0.00962518 0.000556397 0.0713486 0.000117187 166 3.32e+06
0.00960868 -0.0013493 0.0717784 0.000117187 167 3.34e+06
0.00165934 0.00179642 0.0722082 0.000117187 168 3.36e+06
0.00361119 -0.00206109 0.072638 0.000117187 169 3.38e+06
0.00443597 -0.000676033 0.0730678 0.000117187 170 3.4e+06
0.00333217 0.000896434 0.0734977 0.000117187 171 3.42e+06
0.00316091 4.21709e-05 0.0739275 0.000117187 172 3.44e+06
0.00361881 -0.000962518 0.0743573 0.000117187 173 3.46e+06
0.00125275 -0.000110021 0.0747871 0.000117187 174 3.48e+06
0.00185323 -0.00178887 0.0752169 0.000117187 175 3.5e+06
0.00173036 -0.000574996 0.0756467 0.000117187 176 3.52e+06
0.00605637 -0.00248069 0.0760765 0.000117187 177 3.54e+06
0.00835346 -0.00247531 0.0765063 0.000117187 178 3.56e+06
0.00770774 -0.00199312 0.0769361 0.000117187 179 3.58e+06
0.00208012 -0.000651036 0.0773659 0.000117187 180 3.6e+06
0.00974398 -0.00228293 0.0777958 0.000117187 181 3.62e+06
0.00760223 0.000982563 0.0782256 0.000117187 182 3.64e+06
0.00731957 0.000314328 0.0786554 0.000117187 183 3.66e+06
0.00637161 -0.00106587 0.0790852 0.000117187 184 3.68e+06
0.00718099 -0.000605707 0.079515 0.000117187 185 3.7e+06
0.000649769 -3.24845e-05 0.0799448 0.000117187 186 3.72e+06
0.00819437 -0.00121288 0.0803746 0.000117187 187 3.74e+06
0.00571708 0.00157701 0.0808044 0.000117187 188 3.76e+06
0.00342352 -0.00224873 0.0812342 0.000117187 189 3.78e+06
0.00663461 -0.000468882 0.0816641 0.000117187 190 3.8e+06
0.00414241 0.00167474 0.0820939 0.000117187 191 3.82e+06
0.0099963 -0.00185688 0.0825237 0.000117187 192 3.84e+06
0.00580364 0.000712605 0.0829535 0.000117187 193 3.86e+06
0.00602221 0.00215768 0.0833833 0.000117187 194 3.88e+06
0.00591647 -0.00142814 0.0838131 0.000117187 195 3.9e+06
0.00139221 -0.00248071 0.0842429 0.000117187 196 3.92e+06
0.0062884 0.000426152 0.0846727 0.000117187 197 3.94e+06
0.00115571 0.00111049 0.0851025 0.000117187 198 3.96e+06
0.00843312 0.000830027 0.0855324 0.000117187 199 3.98e+06
0.00191511 -0.000988551 0.0859622 0.000117187 200 4e+06
0.00139814 -0.00127174 0.086392 0.000117187 201 4.02e+06
0.0050853 0.00203288 0.0868218 0.000117187 202 4.04e+06
0.00416589 -0.0016553 0.0872516 0.000117187 203 4.06e+06
0.000971331 -0.00207855 0.0876814 0.000117187 204 4.08e+06
0.00509205 -0.0013671 0.0881112 0.000117187 205 4.1e+06
0.000267842 -0.000510629 0.088541 0.000117187 206 4.12e+06
0.000994628 -0.000698476 0.0889708 0.000117187 207 4.14e+06
0.00258368 0.00237019 0.0894007 0.000117187 208 4.16e+06
0.00375405 -0.00174896 0.0898305 0.000117187 209 4.18e+06
0.00429182 0.000187036 0.0902603 0.000117187 210 4.2e+06
0.00288326 0.000106929 0.0906901 0.000117187 211 4.22e+06
0.00822086 -9.57058e-05 0.0911199 0.000117187 212 4.24e+06
0.00933311 0.00108585 0.0915497 0.000117187 213 4.26e+06
0.001835 0.00125451 0.0919795 0.000117187 214 4.28e+06
0.00511039 0.00139401 0.0924093 0.000117187 215 4.3e+06
0.00627616 0.000882035 0.0928391 0.000117187 216 4.32e+06
0.00389888 -0.00100169 0.0932689 0.000117187 217 4.34e+06
0.00443661 -0.000297708 0.0936988 0.000117187 218 4.36e+06
0.00805115 0.001348 0.0941286 0.000117187 219 4.38e+06
0.00962125 0.000240241 0.0945584 0.000117187 220 4.4e+06
0.00812821 0.00170217 0.0949882 0.000117187 221 4.42e+06
0.000373466 0.00137513 0.095418 0.000117187 222 4.44e+06
0.000397475 0.000977673 0.0958478 0.000117187 223 4.46e+06
0.00850806 0.00221094 0.0962776 0.000117187 224 4.48e+06
0.00214422 -0.000356398 0.0967074 0.000117187 225 4.5e+06
0.00703096 -0.00222115 0.0971372 0.000117187 226 4.52e+06
0.00925497 0.00245948 0.0975671 0.000117187 227 4.54e+06
0.00438242 0.00180109 0.0979969 0.000117187 228 4.56e+06
0.00311141 0.00205517 0.0984267 0.000117187 229 4.58e+06
0.00366516 -0.00143005 0.0988565 0.000117187 230 4.6e+06
0.00083794 -0.000227544 0.0992863 0.000117187 231 4.62e+06
0.00552897 0.000154254 0.0997161 0.000117187 232 4.64e+06
0.00256892 -0.00109177 0.100146 0.000117187 233 4.66e+06
0.00205424 -0.00224117 0.100576 0.000117187 234 4.68e+06
0.00243243 -0.000226757 0.101006 0.000117187 235 4.7e+06
0.00914522 -0.0019228 0.101435 0.000117187 236 4.72e+06
0.00173704 -0.00236906 0.101865 0.000117187 237 4.74e+06
0.00853855 -0.000726144 0.102295 0.000117187 238 4.76e+06
0.00931024 -0.00136145 0.102725 0.000117187 239 4.78e+06
0.00644812 -0.00221352 0.103155 0.000117187 240 4.8e+06
0.00560197 -0.000697148 0.103584 0.000117187 241 4.82e+06
0.00909329 -0.00069904 0.104014 0.000117187 242 4.84e+06
0.00602314 0.00170195 0.104444 0.000117187 243 4.86e+06
0.00161482 -8.80796e-05 0.104874 0.000117187 244 4.88e+06
0.00233557 -0.00213126 0.105304 0.000117187 245 4.9e+06
0.00835409 -0.000309776 0.105733 0.000117187 246 4.92e+06
0.00453673 0.00134651 0.106163 0.000117187 247 4.94e+06
0.00308776 0.00247612 0.106593 0.000117187 248 4.96e+06
0.0013858 0.00125187 0.107023 0.000117187 249 4.98e+06
0.00382628 0.00154359 0.107453 0.000117187 250 5e+06
0.00237321 -0.00140349 0.107883 0.000117187 251 5.02e+06
0.00391178 0.00104322 0.108312 0.000117187 252 5.04e+06
0.00957394 0.00147372 0.108742 0.000117187 253 5.06e+06
0.00791261 -0.000472223 0.109172 0.000117187 254 5.08e+06
0.0066906 0.000799131 0.109602 0.000117187 255 5.1e+06
0.000568833 -0.00175018 0.110032 0.000117187 256 5.12e+06
0.00220022 0.00197951 0.110461 0.000117187 257 5.14e+06
0.00156662 0.00235892 0.110891 0.000117187 258 5.16e+06
0.00904658 -0.00177468 0.111321 0.000117187 259 5.18e+06
0.00411366 0.000816476 0.111751 0.000117187 260 5.2e+06
0.00489089 0.00146653 0.112181 0.000117187 261 5.22e+06
0.00647113 0.00139097 0.11261 0.000117187 262 5.24e+06
0.00963773 0.000849167 0.11304 0.000117187 263 5.26e+06
0.00679523 -0.0017772 0.11347 0.000117187 264 5.28e+06
0.00681798 0.00113932 0.1139 0.000117187 265 5.3e+06
0.00245583 0.00145757 0.11433 0.000117187 266 5.32e+06
0.00708816 0.000661071 0.114759 0.000117187 267 5.34e+06
0.00354174 0.0018268 0.115189 0.000117187 268 5.36e+06
0.00993146 0.00060367 0.115619 0.000117187 269 5.38e+06
0.0030601 -0.000754871 0.116049 0.000117187 270 5.4e+06
0.0057426 0.000442004 0.116479 0.000117187 271 5.42e+06
0.00972206 -8.60757e-05 0.116909 0.000117187 272 5.44e+06
0.00396045 -0.00192867 0.117338 0.000117187 273 5.46e+06
0.00223338 0.00222827 0.117768 0.000117187 274 5.48e+06
0.0059324 -0.00112052 0.118198 0.000117187 275 5.5e+06
0.00405519 0.00222671 0.118628 0.000117187 276 5.52e+06
0.00306 -0.00171859 0.119058 0.000117187 277 5.54e+06
0.001084 0.00195643 0.119487 0.000117187 278 5.56e+06
0.0070396 -0.000370377 0.119917 0.000117187 279 5.58e+06
0.00394506 -0.0002129 0.120347 0.000117187 280 5.6e+06
0.00686661 0.00242488 0.120777 0.000117187 281 5.62e+06
0.000459892 -0.00209416 0.121207 0.000117187 282 5.64e+06
0.00882596 -0.000192568 0.121636 0.000117187 283 5.66e+06
0.00542654 -0.00187855 0.122066 0.000117187 284 5.68e+06
0.00358327 -0.000732078 0.122496 0.000117187 285 5.7e+06
0.00875261 0.000636233 0.122926 0.000117187 286 5.72e+06
0.00838325 -0.00158597 0.123356 0.000117187 287 5.74e+06
0.00914021 -0.00108633 0.123786 0.000117187 288 5.76e+06
0.00718636 -0.00090077 0.124215 0.000117187 289 5.78e+06
0.00792689 -0.000940884 0.124645 0.000117187 290 5.8e+06
0.00775863 -0.000271034 0.125075 0.000117187 291 5.82e+06
0.000829198 0.00177274 0.125505 0.000117187 292 5.84e+06
0.00847139 5.99615e-05 0.125935 0.000117187 293 5.86e+06
0.0033688 -0.00123416 0.126364 0.000117187 294 5.88e+06
0.00855119 0.000369253 0.126794 0.000117187 295 5.9e+06
0.00786815 0.00236164 0.127224 0.000117187 296 5.92e+06
0.00123074 -0.00145331 0.127654 0.000117187 297 5.94e+06
0.00952685 -0.000534112 0.128084 0.000117187 298 5.96e+06
0.00947973 -0.0010987 0.128513 0.000117187 299 5.98e+06
0.00519454 -0.000366455 0.128943 0.000117187 300 6e+06
0.000355268 -0.000914239 0.129373 0.000117187 301 6.02e+06
0.00278164 -0.00177422 0.129803 0.000117187 302 6.04e+06
3.46381e-05 -0.00100653 0.130233 0.000117187 303 6.06e+06
0.00282036 0.00207233 0.130662 0.000117187 304 6.08e+06
0.00098911 -0.00243885 0.131092 0.000117187 305 6.1e+06
0.00534822 -0.00227655 0.131522 0.000117187 306 6.12e+06
0.00902347 0.000364426 0.131952 0.000117187 307 6.14e+06
0.00871003 0.00134809 0.132382 0.000117187 308 6.16e+06
0.00857997 -0.0022216 0.132812 0.000117187 309 6.18e+06
0.00563183 -0.00136027 0.133241 0.000117187 310 6.2e+06
0.00648926 -0.0012336 0.133671 0.000117187 311 6.22e+06
0.00754266 0.00131222 0.134101 0.000117187 312 6.24e+06
0.00555698 -0.00161406 0.134531 0.000117187 313 6.26e+06
0.00378378 0.000755454 0.134961 0.000117187 314 6.28e+06
0.00171566 0.000182158 0.13539 0.000117187 315 6.3e+06
0.00430644 0.0020606 0.13582 0.000117187 316 6.32e+06
0.00696827 0.00201718 0.13625 0.000117187 317 6.34e+06
0.00715045 0.0023395 0.13668 0.000117187 318 6.36e+06
0.00466203 -0.000992564 0.13711 0.000117187 319 6.38e+06
0.00976771 -0.000339199 0.137539 0.000117187 320 6.4e+06
0.00825095 0.00234664 0.137969 0.000117187 321 6.42e+06
0.000320072 0.00239727 0.138399 0.000117187 322 6.44e+06
0.00332314 -0.00197061 0.138829 0.000117187 323 6.46e+06
0.00942319 -0.00164676 0.139259 0.000117187 324 6.48e+06
0.00941324 0.000748086 0.139689 0.000117187 325 6.5e+06
0.00470665 0.00193489 0.140118 0.000117187 326 6.52e+06
0.00366512 -2.47721e-05 0.140548 0.000117187 327 6.54e+06
0.00336318 0.0015391 0.140978 0.000117187 328 6.56e+06
0.00995275 0.00170284 0.141408 0.000117187 329 6.58e+06
0.00433331 -0.00239403 0.141838 0.000117187 330 6.6e+06
0.00715283 -0.000450901 0.142267 0.000117187 331 6.62e+06
0.000509814 0.000415506 0.142697 0.000117187 332 6.64e+06
0.00252969 0.00119078 0.143127 0.000117187 333 6.66e+06
0.00625473 0.00222404 0.143557 0.000117187 334 6.68e+06
0.00073224 0.00135324 0.143987 0.000117187 335 6.7e+06
0.0087607 -0.00177801 0.144416 0.000117187 336 6.72e+06
0.0093276 0.000550216 0.144846 0.000117187 337 6.74e+06
0.00218527 0.00169595 0.145276 0.000117187 338 6.76e+06
0.00985057 0.00104401 0.145706 0.000117187 339 6.78e+06
0.00624592 0.00131766 0.146136 0.000117187 340 6.8e+06
0.00808145 -0.002024 0.146565 0.000117187 341 6.82e+06
0.000823889 0.000138265 0.146995 0.000117187 342 6.84e+06
0.00407788 -0.00130652 0.147425 0.000117187 343 6.86e+06
0.00487124 -0.00162372 0.147855 0.000117187 344 6.88e+06
0.0068475 0.00144139 0.148285 0.000117187 345 6.9e+06
0.00218096 -0.00162975 0.148715 0.000117187 346 6.92e+06
0.00528316 0.00213686 0.149144 0.000117187 347 6.94e+06
0.00610963 -0.00180934 0.149574 0.000117187 348 6.96e+06
0.00534966 0.00148126 0.150004 0.000117187 349 6.98e+06
0.000994544 0.000605325 0.150434 0.000117187 350 7e+06
0.00871125 0.00098935 0.150864 0.000117187 351 7.02e+06
0.00207597 -0.00194059 0.151293 0.000117187 352 7.04e+06
0.00144412 -0.00167556 0.151723 0.000117187 353 7.06e+06
0.0057718 -0.0021549 0.152153 0.000117187 354 7.08e+06
0.00520978 -0.00215777 0.152583 0.000117187 355 7.1e+06
0.00736634 0.000987811 0.153013 0.000117187 356 7.12e+06
0.00990256 -0.000699582 0.153442 0.000117187 357 7.14e+06
0.00321901 0.000639958 0.153872 0.000117187 358 7.16e+06
0.0083792 0.00188424 0.154302 0.000117187 359 7.18e+06
0.00468799 -0.000481927 0.154732 0.000117187 360 7.2e+06
0.00724876 -0.00152496 0.155162 0.000117187 361 7.22e+06
0.00770212 0.00185968 0.155592 0.000117187 362 7.24e+06
0.00124948 0.00146453 0.156021 0.000117187 363 7.26e+06
0.00750923 -0.00171927 0.156451 0.000117187 364 7.28e+06
0.00809744 -0.00230877 0.156881 0.000117187 365 7.3e+06
0.00335143 -0.000539059 0.157311 0.000117187 366 7.32e+06
0.00753117 0.000163426 0.157741 0.000117187 367 7.34e+06
0.00615225 -0.000867913 0.15817 0.000117187 368 7.36e+06
0.00777266 0.000686698 0.1586 0.000117187 369 7.38e+06
0.00678359 -0.000925635 0.15903 0.000117187 370 7.4e+06
0.00666037 -0.000175752 0.15946 0.000117187 371 7.42e+06
0.00533339 0.000659967 0.15989 0.000117187 372 7.44e+06
0.00546409 0.00228659 0.160319 0.000117187 373 7.46e+06
0.0046753 -0.00134709 0.160749 0.000117187 374 7.48e+06
0.00438599 -0.000967987 0.161179 0.000117187 375 7.5e+06
0.00614782 0.00196101 0.161609 0.000117187 376 7.52e+06
0.00385526 0.00249206 0.162039 0.000117187 377 7.54e+06
0.00573683 0.00103611 0.162468 0.000117187 378 7.56e+06
0.000405986 -0.00185286 0.162898 0.000117187 379 7.58e+06
0.00270571 -0.000664328 0.163328 0.000117187 380 7.6e+06
0.0076294 0.000404924 0.163758 0.000117187 381 7.62e+06
0.00972397 0.00238921 0.164188 0.000117187 382 7.64e+06
0.00881078 -0.000753185 0.164618 0.000117187 383 7.66e+06
0.00301193 -0.00221571 0.165047 0.000117187 384 7.68e+06
0.00174755 0.00145462 0.165477 0.000117187 385 7.7e+06
0.00589408 -0.000305302 0.165907 0.000117187 386 7.72e+06
6.29338e-05 0.000235075 0.166337 0.000117187 387 7.74e+06
0.00715658 0.00181068 0.166767 0.000117187 388 7.76e+06
0.00849012 -0.00191903 0.167196 0.000117187 389 7.78e+06
0.00160479 -0.0011391 0.167626 0.000117187 390 7.8e+06
0.00641749 0.000193431 0.168056 0.000117187 391 7.82e+06
0.00766617 -0.00151671 0.168486 0.000117187 392 7.84e+06
0.00238256 0.000590991 0.168916 0.000117187 393 7.86e+06
0.008244 -0.00175775 0.169345 0.000117187 394 7.88e+06
0.00854727 0.000600669 0.169775 0.000117187 395 7.9e+06
0.00280315 0.00248699 0.170205 0.000117187 396 7.92e+06
0.00783851 -0.0012652 0.170635 0.000117187 397 7.94e+06
0.00693587 -0.000765547 0.171065 0.000117187 398 7.96e+06
0.0049993 0.00107287 0.171495 0.000117187 399 7.98e+06
0.00527818 -0.000970847 0.171924 0.000117187 400 8e+06
0.00728161 -0.00115184 0.172354 0.000117187 401 8.02e+06
0.00329974 0.000433637 0.172784 0.000117187 402 8.04e+06
0.002612 -0.00163986 0.173214 0.000117187 403 8.06e+06
0.00615682 -0.000582874 0.173644 0.000117187 404 8.08e+06
0.00190252 -0.000339505 0.174073 0.000117187 405 8.1e+06
0.00685672 -0.00155766 0.174503 0.000117187 406 8.12e+06
0.00174065 -0.00105861 0.174933 0.000117187 407 8.14e+06
0.00663507 -0.000783662 0.175363 0.000117187 408 8.16e+06
0.00636616 -5.25233e-05 0.175793 0.000117187 409 8.18e+06
0.00166614 0.000890507 0.176222 0.000117187 410 8.2e+06
0.00826878 -0.000879929 0.176652 0.000117187 411 8.22e+06
0.00260968 -3.22569e-05 0.177082 0.000117187 412 8.24e+06
0.00684042 0.000532867 0.177512 0.000117187 413 8.26e+06
0.00285511 -0.000934451 0.177942 0.000117187 414 8.28e+06
0.00905036 0.00210683 0.178371 0.000117187 415 8.3e+06
0.00360904 -0.00117076 0.178801 0.000117187 416 8.32e+06
0.00276037 -0.00133476 0.179231 0.000117187 417 8.34e+06
0.00220056 0.00103986 0.179661 0.000117187 418 8.36e+06
0.0079724 0.00115495 0.180091 0.000117187 419 8.38e+06
0.00809863 -0.0015491 0.180521 0.000117187 420 8.4e+06
0.00846796 -0.00117741 0.18095 0.000117187 421 8.42e+06
0.00867112 -0.00237685 0.18138 0.000117187 422 8.44e+06
0.00333084 0.00117404 0.18181 0.000117187 423 8.46e+06
0.00404856 0.00142724 0.18224 0.000117187 424 8.48e+06
0.00381668 -0.00195684 0.18267 0.000117187 425 8.5e+06
0.00735073 9.56592e-05 0.183099 0.000117187 426 8.52e+06
0.0051357 0.00237521 0.183529 0.000117187 427 8.54e+06
0.00054163 -0.000625044 0.183959 0.000117187 428 8.56e+06
